;sentiment;text
1750;-1;@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.
3666;-1;"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded."
6004;1;@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.
11943;0;@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement
10795;0;@USAirways followed!
13487;-1;@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs
10854;1;@USAirways awesome! And yes, @UpInAirClaire is!
5992;0;@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets
6673;0;@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October
9644;-1;@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?
2216;0;@united I have requested upgrade for EWR BOM flight, end of May. Miles + copay. When will i know if I am upgraded?
362;1;@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
4430;-1;@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze
7770;0;@JetBlue status of flight 684 from MCO to LGA tomorrow?
3804;0;@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?
4383;-1;@SouthwestAir are people in an exit row still supposed to give their verbal approvals? I was never asked on the flight I'm on...
10978;-1;@USAirways unacceptable. You knew the pilot wouldn't be able to complete the trip. Wasted all of our time.
6651;1;@SouthwestAir Thanks a ton!
6347;1;@SouthwestAir thanks for getting me back to Nashville. Big thanks to the pilots on the 6:15 out of Baltimore. Flying in snow landing on ice.
950;1;@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0
2355;1;@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!
7469;1;@JetBlue Awesome! #bestairlineever
421;1;@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker
2353;-1;@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.
5428;0;@SouthwestAir @Imaginedragons #DestinationDragons Scavenger Hunt rules: http://t.co/vHgkiTzSaw
775;1;@united But thanks for asking
8775;-1;"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2"
8718;0;@JetBlue it was at JFK airport right now
7032;0;STAHHPPP!!! RT @JetBlue: Our fleet's on fleek. http://t.co/VHFJGneOZO
11954;0;@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.
11597;-1;@USAirways flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?
5197;0;@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro
12752;1;"@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌"
9325;1;@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united
14022;1;@AmericanAir @DAI_President Good luck at DFW this evening AA!
10421;0;@USAirways well, depending on the policy will make the determination as to which airline is selected to travel.
8580;0;@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward
10593;-1;@usairways I've been on hold for approaching 2 hrs for an issue when I changed my ticket online. Frustrating.
7024;0;“@JetBlue: Our fleet's on fleek. http://t.co/1incNCaV4n” - wow
8256;0;"@JetBlue Flight I want to book was $320 one day; went to purchase next day &amp; price doubled to $737. Inquiring on chance it may go down?"
435;0;"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday"
6133;0;@SouthwestAir when will dates to fly go past August 7 2015?
12455;0;"@AmericanAir Embassy Suites
13341 Woodland Park Drive
Herndon, Virginia, 20171 
US 
+1-703-464-0200"
8097;1;@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(
12364;0;@AmericanAir it's flight 5348
6817;1;@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:)
12647;1;@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644
8705;0;@JetBlue, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @BostonLogan - mind taking ocean approach so we can sleep?
1342;0;@united yes please. Going to drive the 6 hours.
8081;-1;@JetBlue thanks for the heads up about the 2 hour delay #sarcasm #patienceiswearingthin #woof
1312;0;@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother
8523;1;@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline
9424;-1;"@USAirways can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back"
8563;0;@JetBlue any chance you will by this summer?
4334;-1;"@SouthwestAir my flight was delayed 4 hrs. I'm 5 months pregnant &amp; supposed to be caring for my mom whose in surgery now. Very upset."
11740;1;@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!
6854;0;"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep"
11939;1;"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
1577;1;@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.
13013;1;@AmericanAir Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion.
7310;1;@JetBlue you're still the best
13269;0;@AmericanAir I need help Cancelled Flighting an upcoming flight made with AAdvantage miles. Record locator HFJKTO. Can someone please assist?
5075;-1;"@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!"
6151;1;@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!
12387;1;@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!
8431;-1;@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/h6cE3mWCqj
1894;0;@united It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a @Delta flight instead. #winwin
1156;-1;@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket
1705;-1;@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing
8827;-1;@JetBlue yes, 3 times. I need some one to call me and help me change a flight. I can't do online. Thanks.
7098;1;Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E
8962;1;@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :)
3648;-1;@united plz don't advertise wifi if it's not gonna work thanks #worstflightever
4685;1;@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!
10909;0;@USAirways call Gate D9 in CLT and get me on this flight
13819;-1;@AmericanAir - Appreciate your system is busy but when I call, having your automated system hang up on me is not helpful.
304;-1;"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
6807;1;@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom
3167;1;"@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!"
7190;0;@JetBlue HE is a lap infant (4 mons old)
8164;0;@JetBlue 108 to Portland Maine
3112;1;@united thank you so much. How will you be able to contact me?
3576;-1;@united nothing else from you ^GJ? Where is your customer service?
4336;1;@SouthwestAir love them! Always get the best deals!
5513;1;@SouthwestAir @SacIntlAirport Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome
7133;1;“@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.
11651;0;@USAirways - I'm in the Cust Svc line.  Your Charlotte, NC agents better be in their A game.
9202;0;@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund
7022;0;Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx
12201;-1;@AmericanAir the flight is not going to make the connection to #MEX #AA2444
7530;-1;@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board
3527;-1;@united the best seats should be for paying customers and we should get to board first #badcustomerservice
8278;0;@JetBlue quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?
12810;-1;@AmericanAir after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error
5704;0;@SouthwestAir Who can I contact about requesting a charity donation? #ThankYou
13375;0;@AmericanAir good morning, please let me know if I will be able to get those luggage tags.   Tx!
8538;0;@JetBlue do you sell open tickets? I have a sick relative and may have to travel at a moments notice. Sad but true.
600;1;@united thx for update
2019;1;@united @suntoshi I still like you united airlines
5885;0;@SouthwestAir when can I start Flight Booking Problems for next years super bowl time? 😩#help
13679;-1;"@AmericanAir make sure u insure your luggage as those assholes @ AA take no fricken responsibility...&amp; don't  believe their lies!!!!"
9987;-1;@USAirways i will be on this plane while on the ground longer than i will be in the air. US5235
9334;-1;@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
6800;1;@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3
5248;-1;@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?
5445;-1;@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!
1961;-1;@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks
7287;0;@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.
6752;0;@JetBlue check DM please :)
9578;1;@USAirways Thank you.
8181;1;@JetBlue Thank you guys! Brilliant customer service
8662;-1;@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.
13138;1;@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair
12024;1;@AmericanAir @dfwairport you 2 together are the best part of flying!
2283;1;@united Yes, they did. Must have fixed the broken ramp. Thanks!
5054;1;@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ
1767;-1;@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc
4776;1;@SouthwestAir have sent you a DM with the details. Thanks!
4749;0;@SouthwestAir didn't realize no clothes until at hotel - suggestions?
8584;0;@JetBlue I thought the same thing after I sent it
8627;0;@JetBlue are you ever looking for interns ?
5805;1;@SouthwestAir thanks for adding straight flights from Columbus to Oakland!
3078;-1;@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first
3115;1;@united i got it at the gate, thanks for checking!
10039;-1;@USAirways @ClaudOakeshott how about a link that works pls Nothing but complete frustration w usair last 12 hrs
5520;1;@SouthwestAir Thank you!
9676;-1;@USAirways Has To Be THE WORST Airline Of All Time😡😡😡
2286;0;@united hey, I missed my outbound flight - can I still use my return ticket?
12984;-1;"@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby."
14093;0;@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!
5585;0;@SouthwestAir how many are left?!
12807;-1;@AmericanAir I waited on hold for two hours, only to have my call. Really unreliable.
7830;1;Thank U 😘 “@JetBlue: @ItsLaLoca But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)”
7752;0;@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.
3308;0;@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.
8780;0;@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe
6489;-1;"@SouthwestAir can't checkin online for 2:00 flight tmrw fr. Cancun. ""Undefined error"" &amp; 800# not working.Family of 4 don't want Cgroup! Help"
5670;1;@SouthwestAir Deborah helped me💁
6371;1;@SouthwestAir you are the #Official airlines of #DivadaPouch aka #ThePoopQueen http://t.co/XXY2d2iMnP
7490;-1;@JetBlue our flight out no Tv. Now our flight back not seated together. B6 620. Maybe our fault still no fun.
5956;1;@SouthwestAir great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights.
8883;-1;@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta
2819;1;“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!
7493;-1;"@JetBlue #1691 out of JFK. no one has info &amp; no answers as to why we boarded the plane. the team is in an awkward spot &amp; everyone is cranky"
14430;1;@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃
6071;0;@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk
12630;-1;@AmericanAir Is this a serious thread. Maybe you guys should re-read it. #fail
12259;1;@AmericanAir Kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint
5101;-1;@SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight?  Called 1800IFlySWA, long long waits...
14036;-1;@AmericanAir makes some small improvements and retains their program they win all. They keep the crappy food and change advantage they lose
13634;-1;@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay.
7985;1;@JetBlue - looking forward to it when we finally take off.
8291;0;@JetBlue what is the Mosiac 800 #?
5762;0;@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol
10322;-1;"@USAirways keeps dropping my call and won't even let me stay on hold because they are ""too busy"" #idontwanttocallback"
127;1;@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue
6716;0;@SouthwestAir Where should I fly by May 3rd? Plz advise.
4190;0;@united Hi again, any updates here?
431;0;@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek
8906;1;@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat
5099;1;@SouthwestAir DeLacy P is a compassionate professional! Despite the flight challenges she made passengers feel like priorities!!🌟🌟
6820;1;@JetBlue glad you like it. Feel free to steal it.
1697;-1;@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime
14379;0;@AmericanAir Next Friday, I'll take AA3074 to LGA.Sat morning, US1951+US874.Do I have to take my bags at LGA or I get them to my final dest?
862;-1;@united Been trying since 1230 to file a report.
5407;1;@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2
7163;0;@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.
1902;0;"@united Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of ""pilots haven't arrived yet"" announcements."
4071;-1;I feel completely cheated @united. I read your commitment to customer service via website and def did not get service suggested there.
4136;0;@united @gg8929 Ladies and gents - United Airlines...
248;1;@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!
13835;-1;@americanair line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl
11077;1;@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S
7300;-1;@JetBlue are yall going bankrupt or is inflation just really bad these days? You went from $50 to $120 for overweight fees! Outrageous
11281;-1;@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days , 20 + calls and i get a message to call back
188;0;@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?
13127;0;"@AmericanAir is that the ""record locator""?"
12706;-1;@AmericanAir is there another line I can call when I am on hold for 5 hours? Also how can I get compensated for this loss of time and money?
6021;-1;@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎
10255;-1;@USAirways flight to Des Moines Cancelled Flightled. Unacceptable to be booked on flight on Tuesday because of work commitments. 2hrs on hold
4182;0;@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant
7737;1;@JetBlue just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference! #livethelegend
9861;1;@USAirways please keep Emily at you gso airport ticketing on staff she is amazing
8530;0;@JetBlue my daughter's college game in Denver.  Only one set of parents will be there 😢😢😢
2007;-1;@united you a bish
2846;0;@united Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?
7031;0;“@JetBlue: Our fleet's on fleek. http://t.co/dxn58rxDkS”@jameskraw see.
5874;1;@SouthwestAir thank you! ❤️❤️❤️ you guys!
13695;-1;@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???
5160;-1;@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP
3365;-1;@united ANOTHER F*CKING DELAY IN THE PAST 32 HOURS!?
7979;0;@JetBlue so what about California
8555;0;@JetBlue Says #Lufthansa Incentive Offer To Have No Impact On Share Count - Nasdaq http://t.co/VU7XSWJKiY
6275;0;@SouthwestAir I've never met my favorite band and it would be sooo amazing to win destination dragons.
13575;0;@AmericanAir is flight 2413 to LA delayed?
5511;0;@SouthwestAir just do it that easy
10105;-1;@USAirways your service sucks.
11156;1;@USAirways thanks
8587;0;@JetBlue order @FARE (3/3)
3789;-1;@united if u miss first leg of ur flight, you have to pay hundreds of $'s just to keep your second leg? How much to keep my earned miles?
11691;1;"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH."
1015;-1;"@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb"
2914;1;@united of course not. The inflight crew was great!
515;1;@united thanks
9174;-1;@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card
14322;1;@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-)
4633;1;@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove
3107;0;@united Any chance you are allowing reFlight Booking Problems yet for travel out of Denver this weekend due to impending storm?
8271;1;@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.
276;1;@VirginAmerica fav airline
10922;-1;@usairways app is the worst one for airlines. Can't do anything once your original flight time has gone by. Useless.
12483;1;@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter.
4210;-1;@united no they were to busy taking to each other and I needed to get to an audition.
1775;0;@united You must follow me in order for me to send you a direct message if that is what you meant.
7892;0;@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  🌞✈️👸
1470;1;@united it was delivered! Thank you for making sure it arrived at my doorstep!
6976;0;@JetBlue two rows
3568;-1;@united I was only trying to get my emails. What are you talking about? What most business people expect from airline wifi
1108;1;@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.
4031;-1;@united I've been doing this for 15 years and I've never had this many issues with any other airline.
4313;0;@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl
13771;1;@AmericanAir 🙏 in my hotel now. Thank you!
3821;-1;@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?
11338;0;@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck
7613;1;@JetBlue 😭😭😭😭 yall are really better then American Airlines though.
8954;1;@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx
8142;1;@JetBlue PDX to JFK was suuuuper HOT.
8155;-1;@JetBlue needs to get its act together in #PHX
1990;0;@united I just sent to you.
14360;1;@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont)
417;-1;@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.
14292;1;@AmericanAir Thank you! You will see me :)
2569;-1;@united yes there is when you keep getting the same robotic answer.
5949;1;@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons
13696;-1;@AmericanAir this has happens so many times. It's just upsetting to see how poorly an airline treats their customers
12152;0;@AmericanAir I know. Just a little cold weather humor. :)
5302;1;@SouthwestAir DM sent. Thanks for the help!
6549;1;@SouthwestAir haha, thanks for the explanation
7818;0;@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.
4282;0;@united i need my confirmation number! Can you give it to me?
10485;1;@USAirways No Problem - he was the only person in the airport who would help :)
10564;-1;@USAirways seems to be the only airline without a dedicated line for status members
8532;0;@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?
5606;1;@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons
5839;0;@SouthwestAir please reply to my DM ♥️
6704;0;@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?
10748;-1;@USAirways yep, check it and my gmail 'Promotions' folder regularly... :-(
2249;0;@united I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back! #UnitedAirlines
8133;1;@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice
6139;1;@SouthwestAir Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.
7639;1;@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service
2665;1;@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!
12288;1;@AmericanAir my boss is :)
2950;1;@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH
12546;1;"@AmericanAir but your flight crews &amp; ground crews have handled situation well. Texting notification let me catch a few winks during delay."
1662;1;@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise
4341;1;@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.
9854;0;@USAirways what's going on in CLT?
7255;1;@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8
11934;0;@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?
8290;0;@JetBlue excited for my first flight w/ you today! It's delayed though- can you give me the 411? Flight number 989 from Boston to DC
2301;0;@united can I get your service desk # at IAD?
2092;-1;@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7
1068;-1;@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option
12778;1;@AmericanAir thanks, me too
9572;0;"@USAirways &amp; @AmericanAir what are your weight restrictions for carry on luggage? Can find measurements but not weight restrictions. TIA"
4329;0;"@SouthwestAir I'm teaching new #travelers how to research, #budget &amp; #save for a trip today! http://t.co/Qll48r57ep"
4242;-1;@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.
7675;-1;@JetBlue I am But Your customer service is Brutal.
3007;0;@united flight #1051 on 2/23. Thx
1653;0;@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?
2779;0;@united OK, thanks for the clarification.
10991;0;@USAirways and that you can choose the same seat for free after clicking 100 buttons.
3948;0;@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?
12391;1;@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!
536;-1;@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab
7681;1;@JetBlue thank you 😊 standing in line now!
14587;-1;@AmericanAir I’ll play it by ear. I know that you are doing your best. Buy some chewey oatmeal cookies for your customer care folks.
255;0;@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G
5867;1;@SouthwestAir ok, gotcha! ✈️😃👍
9892;-1;@USAirways Seriously? I should keep trying after seven hours. That is your corporate policy? #usairwaysfail
4523;1;@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!
2810;0;@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS
13209;0;@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?
3022;-1;@united Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.
143;-1;@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas
6150;0;@SouthwestAir k but who won destination dragons
3012;-1;@united is the worst http://t.co/27aitZl6nd
1137;-1;"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice"
8995;0;@USAirways I forgot my password and I don't know if my username is correct, and i want to use my miles, what i have to do??
8713;1;@JetBlue awe you guys are great can't wait to travel with you again soon!!!
7875;1;@JetBlue got it. Thanks
4606;0;@SouthwestAir no fare giving out clues.  In route now.
3673;0;@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
12966;-1;@AmericanAir hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic
3256;1;@united thanks for the reply. I have been in contact with Customer Care to get clarification on this issue.
8425;1;@JetBlue Thanks!
799;1;@united man I can't wait to book my ticket now! Thanks JP you're a life sabe
2658;0;@united I am going to a service desk now to see what the options are.
8245;0;"@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates."
2989;1;@united just sent - thank you!
13104;-1;@AmericanAir Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.
6647;1;@SouthwestAir always when I fly SW. #loyalRRmember
667;-1;@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx
10948;-1;"@USAirways ordered a Scotch &amp; water and F/A asked if I wanted full glass or half? 60 yrs old and first time ever asked that????"
8861;1;@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting
8250;1;@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!
1269;0;@united good morning, any first class upgrades available for ua1619 Feb 25  rsw to ewr? I need 4 seats please
2780;1;@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!
4790;1;@SouthwestAir loved it!
5769;1;@SouthwestAir I would love to go to the Atlanta show ♥️
6998;0;“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶
222;1;@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj
5671;1;@SouthwestAir give this guy a raise....great start to flight from AZ to MKE..
12794;-1;"@AmericanAir btr trained gate agts. Im a frequent flyer &amp; have nvr had issue w/my bag 2day I was forced 2 gate check while priority boarding"
9880;-1;@USAirways what's the deal with the flight computer network?
12658;0;@AmericanAir Can I use an SWU on an Finnair codeshare of an American operated flight (JFK-MAN)?  Thanks in advance for the help!
6881;0;“@JetBlue: Our fleet's on fleek. http://t.co/Vxn2J36M7V” this happened
1951;-1;@united Back at the Denver airport and ready for round two today. Ready to get home!
6173;0;@SouthwestAir yall still fly in the cold right?
1691;-1;@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.
5567;0;@SouthwestAir any chance they will change this to include Northeast airports?  JetBlue has.
8865;0;@JetBlue marks 15th birthday with @Airbus #A320 painted in 'Blumanity' paint job http://t.co/9vTFM7kNad
